company,role,color,image,link,active
Ambrook,Co-Founder,#376150,/img/teams/ambrook-icon.png,https://ambrook.com,true
Scale,Design Manager,#8B7EB9,/img/teams/scale-icon.png,https://scale.com
Meta,Product Designer,#1877f2,/img/teams/meta-icon.png,https://meta.design
Minimill,Co-Founder,#3399FF,/img/teams/minimill-icon.png,https://minimill.co
Autodesk,Product,#333333,/img/teams/autodesk-icon.png,https://autodesk.com
Venmo,Design,#0288FF,/img/teams/venmo-icon.png,https://venmo.com
